icd9_code,Lab_CUI,normalized_co_occurrence_probability
5122,C1369594,0.05850651268504792
387,C0362923,0.058502452215577885
5187,C0362999,0.05847260841856688
4311,C1114897,0.05846641450943018
4443,C0362947,0.0584624092201327
8604,C0363885,0.05845533508108952
3990,C0364479,0.058452923642155166
8847,C0364605,0.058445533625501214
9961,C0803378,0.058398498722585575
3607,C0362958,0.058398005586030435
8605,C0363876,0.05838850248042585
8604,C1316226,0.058387225112595684
8628,C0365091,0.058373910750714963
8853,C0942443,0.0583540473690573
0331,C0366174,0.0583510963409688
3990,C0363885,0.0583457275515844
311,C0364598,0.05834499817123379
3961,C0368042,0.05834288430543646
0013,C0364961,0.05833624543977597
8605,C0484851,0.0582958599532975
3607,C1315166,0.05828786037742183
0017,C0366194,0.05826935852587092
0239,C0366194,0.05826819876477985
9605,C0486259,0.05825622216284732
4639,C0364127,0.05820003556363286
3601,C0365160,0.05815955715200815
387,C0799525,0.05815305422433173
3995,C0364171,0.058152565268694265
9705,C0942425,0.05815189670974421
5187,C0362958,0.058147760893318814
3761,C0942443,0.058146609547043177
4319,C0803387,0.05814289304348419
0159,C0364127,0.05812494130417279
8848,C0365029,0.05812037241902401
9929,C0363775,0.0581068298276743
3521,C0942443,0.0581002404166068
3321,C0364479,0.058057915318908165
8622,C0362934,0.05804840257499351
387,C0362908,0.05804742753652568
3721,C0364479,0.05803926784848498
8848,C0362949,0.05803859107061625
8754,C0368078,0.05803184003303242
9605,C0362947,0.058017149269266585
9605,C0365392,0.058005064345642024
0013,C0364290,0.057999040893193764
0013,C0364121,0.05799313707930206
4131,C0364121,0.05798484016969852
4513,C0942440,0.05796788646880901
3929,C0364092,0.057967137839123335
3897,C0484550,0.05796304634871878
3521,C0942432,0.05795839150562393
8191,C0363775,0.0579458098572273
3995,C0550836,0.05792091149301766
0046,C0364290,0.05789711228977754
8605,C0366781,0.057895786660344555
8604,C0363876,0.057885423452454364
3322,C0942425,0.05788525040440703
4443,C0362978,0.057857667977516854
387,C0362906,0.05785272056729291
5122,C0364479,0.057837101268800734
5412,C0368061,0.05783281548637528
4562,C0368025,0.05779399959835434
3761,C0364121,0.0577921818819589
9723,C0368013,0.05779142946837401
8852,C0365392,0.05778713525300813
9749,C0364121,0.057755225847980596
9910,C0550543,0.05772565083241914
0131,C0367799,0.057716091445368004
370,C0364459,0.05770222647835117
3404,C0365023,0.05769529644275362
370,C0945358,0.057691068747787635
8855,C0942424,0.05765925318618137
9920,C0362949,0.05765491997025532
5011,C0364092,0.05765446627682462
403,C1114897,0.05764614980389742
8852,C0364092,0.057604726208290054
3979,C0364201,0.05758270855119858
966,C0366711,0.05758100170033854
4562,C0368061,0.05755757318451946
4525,C0368078,0.057557169507507805
5122,C1315166,0.05754701615863849
3612,C0366770,0.05754469862212962
3734,C0365160,0.057543972966487264
5122,C0365029,0.05752398844471956
5459,C0362923,0.05751994923295768
4513,C0945357,0.057518292387959934
4639,C0363885,0.057517366184087725
3522,C0364479,0.057513844563921036
403,C0942424,0.057510678076823085
4516,C1114106,0.05749559675651861
387,C0364459,0.057494618055020805
311,C1114285,0.05749190455345923
8856,C1114897,0.05747413018650953
3891,C0484977,0.05745128824553468
5198,C0945358,0.05744689706553287
8842,C0362906,0.05744502325210713
3761,C0942424,0.05743235060076261
9910,C0366777,0.057430066471687614
3611,C0484851,0.057425372159748
5498,C0484652,0.05741811898751144
5185,C0942478,0.057411582455277395
5059,C1315166,0.057384701755406615
4233,C0368025,0.05737911020771878
4516,C0942423,0.05737484161844442
9605,C0803378,0.05737413745000288
3893,C0365750,0.057373452329397896
7932,C0367799,0.057372785494073826
8853,C0942460,0.0573704621551273
3961,C0364459,0.057367314669854876
8604,C0942443,0.05736568874965532
3990,C0362958,0.05736409127531412
8853,C0797153,0.0573495121302214
3929,C0364127,0.0573467279067792
8853,C0942424,0.05733927521872837
3613,C0365184,0.057335849414984055
5412,C0363876,0.05733353116933431
3611,C0364674,0.05732348179600846
3772,C0803378,0.0573190520793831
8853,C0942477,0.05731830765504307
5188,C0365184,0.057314969985296275
3891,C0364171,0.057282458768130075
8604,C0942477,0.057281335659297675
4562,C0363876,0.05727221199955398
3321,C0550447,0.05724885936727254
3721,C0362907,0.057240837042460385
0045,C0362949,0.05722493570320835
0331,C1114242,0.057218537699575335
4639,C0364479,0.05720237547647361
3891,C0366711,0.05720201114231018
4513,C0365750,0.057179961585619415
9359,C0362949,0.05717056659618721
3323,C0366711,0.05716693900251125
3491,C0363968,0.057165566517126884
0093,C0368061,0.05716381669191241
5187,C1315831,0.057146590966796834
9723,C0366770,0.05713771991994119
7779,C0366770,0.05713558403020148
4443,C0364961,0.05712157053954641
3761,C0362906,0.05711378070474804
5110,C0484652,0.05711247045005689
3613,C0362909,0.057091343550950635
3521,C0803378,0.057086446371610595
3721,C0362909,0.057071216417297586
9920,C0797153,0.057043036373534486
9904,C0484977,0.05703045483093547
9604,C0364171,0.05701533605849482
9920,C0368021,0.056999745062201984
9229,C0366775,0.05697889404762741
5459,C0362989,0.05696855381995119
3979,C0364121,0.05696764944956946
3949,C0364961,0.056943987535018635
4562,C0364127,0.056940174830775646
370,C0942444,0.05693028572446914
3321,C0364835,0.056914064371258226
3521,C0484707,0.05691179263216558
8852,C0484652,0.056896505401979595
8611,C0363876,0.05688448227783848
9605,C0362907,0.056877678164503134
8856,C1114106,0.05684768944925058
3721,C0364835,0.056846170696589676
9607,C0362934,0.05684409078162994
3321,C0364127,0.056828660799964154
5569,C1114897,0.056820729353673285
9605,C0363876,0.05681410072459919
4443,C0484707,0.0568122104056626
9960,C0799525,0.056808493657966905
8605,C0368025,0.05678462983435323
311,C0364612,0.056781952831559054
5491,C0803378,0.05677729402989932
9605,C0365184,0.056772363137934656
0093,C1369594,0.05674892917023696
3491,C0942426,0.0567454613363328
9605,C0364207,0.05673206313538377
8964,C1114241,0.056714118902731675
8163,C0366770,0.05669771497106228
9962,C0945358,0.05669713753726927
3721,C0364133,0.05666580750712984
3521,C0366775,0.05666056712210142
3721,C0550440,0.05664515360029982
8611,C0365184,0.05664228887761027
3990,C0368025,0.05663641490962925
4311,C0799525,0.05662444722226495
5412,C0362999,0.05661379052342266
370,C0364121,0.05659283555491589
3523,C0364961,0.05657745440160098
9962,C0942425,0.056559472042015835
8628,C0368021,0.056522197768136544
4131,C0362900,0.05652037638048568
4562,C0363885,0.05649530774766527
9634,C0550543,0.05649163821533239
8191,C0368036,0.056474502802585265
8628,C0365160,0.05646094738953096
9960,C0362910,0.05644601581694846
8852,C0364055,0.05644444373023192
4319,C0484652,0.056434705026700845
4011,C0942477,0.05640040482155793
3778,C0484851,0.056392619428686716
3521,C0368021,0.05638332190352426
5011,C0363885,0.05637696064200317
9605,C0368078,0.05637637400855841
8622,C0362906,0.05636056698297448
9925,C0365095,0.0563289761292571
9955,C0364207,0.056323048822155636
8841,C0366781,0.056314881145067566
3734,C0484707,0.056313111179946314
3601,C0803387,0.056312569375676434
3721,C1315166,0.056304664291130534
3321,C1953449,0.05627181729704986
4639,C1369594,0.05624073175739018
8611,C0798131,0.05624063632745632
3611,C0364096,0.056239119481969135
8855,C0942477,0.056238551894909235
3893,C0484977,0.056236289566545916
3990,C0365095,0.05623072763255684
9229,C0362892,0.0562249120729179
4443,C0550447,0.056174859705141605
8855,C0368025,0.05616917815458045
3321,C0363876,0.05616449978469187
0013,C0364055,0.05613039582744661
3961,C1114284,0.05612826017299162
9962,C0362989,0.056111901933302656
9983,C1369594,0.05609498013416167
4639,C0364055,0.05609237417998336
4443,C0364479,0.05608862864382002
3929,C0368061,0.056081903331404934
9910,C0362923,0.05606470604888118
9462,C0365184,0.056062172752113566
8848,C0798131,0.056056283961126045
8622,C0362989,0.05604254726860992
4311,C0945355,0.05603761418815894
8191,C0364835,0.056031536661245315
9925,C0368013,0.05601747420965474
4562,C0366770,0.056015124145899355
0066,C0942460,0.05601504407242096
8872,C0484977,0.05601150258515395
8855,C0362978,0.056007918600537054
4639,C1315166,0.05600518333341216
5011,C0368036,0.05600294599288774
4639,C0364961,0.05600048209700836
9929,C1114897,0.05599943402790087
5523,C1114897,0.05599230500171802
5412,C0364961,0.05595716647535346
3929,C0368036,0.0559550966569609
3607,C1953449,0.055946707996789434
9705,C0945358,0.0559455648467573
3321,C0364968,0.05593338832819797
8848,C0362947,0.05590478563103936
3845,C1369594,0.05590137579682964
8659,C0364092,0.05590106448052246
4562,C0365029,0.055899691850659426
3420,C1315831,0.05589505285038108
9229,C1315831,0.05589104580043838
0212,C0365023,0.055891045800438376
9929,C1507819,0.055889843795177634
5412,C0799525,0.055875141006191155
8848,C0942460,0.0558512856383464
4562,C1315166,0.05583426378195528
9723,C0365091,0.055833878797529005
3723,C1114106,0.05582864016182649
3778,C0364290,0.055825742996623476
8852,C0365029,0.05582154990707295
3327,C0942476,0.05581343400389964
3613,C0362947,0.05580601774203751
8754,C0363775,0.05578954326132362
8191,C0362949,0.05576511111812028
5187,C1114106,0.055750529692492445
9605,C0550543,0.05573766992916766
3990,C0368013,0.05570859452548834
9605,C0484652,0.055708594525488334
3949,C0363775,0.05570418389119476
9925,C0368036,0.055694377618646145
4639,C0368061,0.05568355121029609
4131,C0945358,0.05568312029777493
8628,C0365184,0.05567300074222308
3990,C0364968,0.0556654640509819
4562,C0364055,0.05566446534004191
3409,C0549819,0.055661582996162674
9914,C0365023,0.055659564710627545
3322,C0799525,0.05565319625587128
3990,C1315831,0.055646763516418826
3778,C0365160,0.055644468591177824
8604,C0942432,0.05564389331706067
3521,C0942477,0.05561901468161128
9671,C0942440,0.05561870922385984
8855,C0942443,0.05561750871094243
3721,C0364207,0.05560842537758926
4011,C0942443,0.05560512513144249
9462,C0368078,0.05559674505530626
3990,C1315166,0.05558940910542652
9914,C0362989,0.05556797090869131
9605,C0366770,0.055540168530248214
3611,C0484652,0.05552697238320011
4513,C0484550,0.055521887155016214
3990,C0364055,0.055497652805522754
9962,C0364459,0.055476303179690545
4525,C1316226,0.055470399716258535
3721,C0942460,0.05546739175784372
4513,C0945365,0.05545847584291301
8841,C0362900,0.055432554369378495
3321,C1315166,0.05541902917268516
9907,C0550543,0.05541525253546064
9605,C0364055,0.055407235604965716
8842,C0942460,0.05539315101999072
3929,C0364479,0.05538645202970391
3761,C0942477,0.055381552847044
4525,C0362900,0.055378812155591886
5459,C1953449,0.055356113783502615
8611,C0365160,0.05529792926555283
8451,C0366770,0.055289249172316285
0013,C0363885,0.055257930050550644
9605,C0362978,0.05524019899844936
5122,C1953449,0.05523519071284457
9920,C1146797,0.05521653213111923
5459,C0803378,0.055213038945787156
4524,C0365184,0.05520940649209409
9744,C0484707,0.05519782158042897
8754,C0365034,0.0551643219379411
8628,C0362949,0.05513341711620482
8841,C0362958,0.05512583001605397
4573,C0945358,0.05512083060379695
3611,C0363775,0.055117167872075254
966,C0362945,0.055111924488302426
8848,C0362934,0.055107752464007835
9929,C0484652,0.05509976921674709
0159,C0364479,0.05509964321624964
3979,C0549816,0.05508822248272142
5122,C0364290,0.05507836284204788
8659,C1315166,0.055068296476141906
0093,C1315166,0.055058105282551784
387,C0942431,0.05505076288688709
9605,C0362934,0.055036745995107404
5188,C0484652,0.05502503608184508
0041,C0364290,0.05502272048548366
5059,C0363885,0.05500831490260932
3321,C0362909,0.05500825982961752
3607,C0942443,0.054992498832507286
9960,C0366777,0.0549841964990871
4573,C0484652,0.05498135550836912
9929,C0362900,0.054976851681315164
3607,C0365029,0.05496341449294725
3613,C0362908,0.05496177625138298
3721,C0362980,0.054959892391783345
8191,C0942423,0.0549457204028032
4525,C0362989,0.054942886863655394
387,C0942450,0.054940997996512274
8964,C0364474,0.05493290429161491
4513,C0797153,0.05493183599016881
3607,C0942477,0.05492732378633525
5498,C0364121,0.05492147648187721
5185,C0942450,0.054902092506743855
0013,C0365095,0.054885704011502334
9929,C0365034,0.054883372151393
8856,C0942421,0.054876014545910574
8852,C0364674,0.05486749618831351
5412,C1114106,0.05485698634531158
3601,C0365184,0.05485362244025278
8855,C0942432,0.054843994988096695
8852,C0368021,0.0548149970796384
3613,C1316226,0.05480889567944855
4233,C0364605,0.05480157380255996
5011,C1369594,0.054799152693863845
3723,C0799525,0.05478743387150578
8605,C0368036,0.05478011923017764
5187,C0803387,0.054763280863104544
3607,C0362908,0.05475506094690156
4562,C0362958,0.05474763494238886
3615,C0942460,0.05474753236927314
8628,C0368025,0.05472462311956898
3761,C0362908,0.05472311165571763
8628,C0365034,0.054722433642416385
7935,C0367799,0.05471489984680081
3491,C0550836,0.05471291141224065
0045,C0362980,0.05470151672907507
3615,C0798131,0.054694994830835876
8604,C1315166,0.054691842701243866
8855,C0362958,0.05467369063637224
5059,C1369594,0.054654846225692624
8628,C1316226,0.05464359873375836
8841,C0362908,0.05463302892037627
3601,C1316226,0.05463287280252533
0041,C0363775,0.05462945637310055
4562,C0368036,0.05462229699372305
4011,C0942432,0.05462172824509451
4443,C0362910,0.054620461065529334
4525,C0364674,0.05460183996819986
9910,C0362989,0.054557777432253644
4524,C0364092,0.05454572767637216
8604,C0362999,0.054532238134102275
3404,C0798131,0.05453117450462079
4639,C0362958,0.054530608760806044
9962,C0362892,0.054528515608603265
3979,C0942476,0.054518495896891624
8855,C0362947,0.054517744934356786
3990,C0363876,0.05451394424122402
5122,C0364121,0.05450459696146088
8852,C0364961,0.0544921625530494
3323,C0799525,0.05448880611705114
9960,C0362906,0.05447283656050827
4573,C0364201,0.05446836732573468
8605,C0365091,0.05445945393370937
0159,C0364171,0.05445710038864535
8872,C0945626,0.054445279938445425
9929,C0365184,0.05444012157372458
4233,C1953449,0.05442470464268046
3961,C0364835,0.0544068981419792
4525,C0364201,0.05437260311804955
8855,C0362980,0.05436838041341726
3607,C0362909,0.05436260817339845
4443,C0362906,0.05434198069131753
9605,C0484707,0.05433879373820264
8611,C0368036,0.054338601958857466
5122,C0362900,0.05432379357893645
7761,C0364121,0.054321991842347594
0093,C0363885,0.054318031367082055
3772,C1316226,0.054317822557710754
3614,C0803378,0.05431251220569962
3845,C1315166,0.05430275037216926
966,C0945357,0.05429427368714133
8842,C0362949,0.054285813953174715
4516,C0366194,0.0542837968335376
9961,C0365029,0.05427970762916332
8622,C0362910,0.05425864007010506
3893,C0366727,0.054257438250293694
3324,C0366727,0.054254422484328345
5122,C0368061,0.0542514890948728
370,C0365160,0.0542059094200066
8852,C0368025,0.05420357289284794
3979,C0484652,0.054200981084235295
4443,C0362934,0.054184135321151475
9929,C0803387,0.05417504302908684
8855,C0365184,0.054170208431870905
4639,C0368078,0.05416494266784679
3321,C0364055,0.05415289167191221
4516,C0365023,0.05414957770678581
5122,C0942476,0.05413437403369001
9604,C0484550,0.054132042214114495
3845,C0550246,0.05413108785164542
4639,C0364092,0.054119574493387154
8604,C0364055,0.054115175932339
5411,C0364121,0.054106141903061365
4233,C0368061,0.054084431641919235
3321,C0550440,0.05406576208871795
9749,C0366775,0.05406399174612473
3990,C1316226,0.0540631631849088
3929,C0368013,0.05406160465867381
4562,C1369594,0.05405473811784441
3323,C0364612,0.054030500862804094
9960,C0362923,0.054020881441855954
3615,C1315831,0.05402088144185594
5411,C0362980,0.05401623716566328
3612,C0368021,0.054015880667671316
5411,C0365160,0.05401430807010559
9961,C0365091,0.054004974317341435
3929,C1316226,0.05398150026367272
9904,C1507821,0.05397620811134812
3979,C0366770,0.053974311695555895
8191,C0364290,0.053973479712396986
8628,C0368036,0.05396256564444216
3783,C1316226,0.05396147962620549
8848,C1953449,0.05395982982782901
4131,C0942478,0.053957477242670006
0047,C0803378,0.05395568401342294
8852,C0364121,0.053929928044318357
3929,C0363775,0.05390820073310548
9605,C0364835,0.05390138700717323
3601,C0550440,0.053890796520821356
9607,C0362910,0.05387902010360535
4573,C0365091,0.05387464399791341
0046,C1316226,0.05385833192901531
3521,C0363775,0.053848303315538845
8872,C0366711,0.05381075731808127
3845,C0550447,0.05380705013103076
8848,C0362978,0.053792793340614875
9960,C0364835,0.05378678735659809
0331,C1315202,0.05377058628266582
9605,C0364605,0.05374336915256814
8852,C0363876,0.0537432760351036
8604,C0365095,0.05372597537552388
3615,C1544494,0.05371610552230155
370,C0364674,0.05369895742954055
3778,C0942432,0.05369308847978681
9983,C0362945,0.0536885365929079
8848,C0362910,0.053688414405012125
3613,C0364121,0.053682035207337504
9914,C0366770,0.05366203768705408
4443,C0550246,0.05365977745513556
3607,C0942432,0.053654865638344804
4311,C0942431,0.0536483211686444
5185,C0363885,0.053635209519940504
8382,C0364121,0.053633111313616685
0013,C0363876,0.053624575444999927
9359,C0366194,0.05361429587226991
8622,C0368061,0.053611313971421846
5011,C1315166,0.0536053710636439
8855,C0362908,0.05360024506210047
3601,C1315166,0.05359881751756273
5185,C0364674,0.05359455405581233
3601,C0366770,0.053580665162422124
3721,C0362947,0.053570580167573635
5523,C0363775,0.05356907877593894
3845,C1507819,0.053565856673871017
4443,C0550440,0.05355228167269321
9914,C1146797,0.05354974246336829
8852,C0364201,0.053541729729291755
3929,C0484652,0.05353038360648668
9723,C0368061,0.053500701491209904
5569,C0366770,0.05347310609826642
8848,C0362906,0.053469429656942666
3778,C0365091,0.053443218712918905
3611,C0365095,0.05344317233971796
3845,C0942443,0.05343483073139821
4525,C0368061,0.05343415911025605
9971,C0364121,0.05342056087628179
0124,C0366194,0.05341243782699242
5411,C0803387,0.05339570801831516
9605,C0799525,0.05338263253630644
3845,C0364121,0.05337842849172969
5122,C0364092,0.05336718994929492
3845,C0942477,0.05335602815320201
5503,C0368042,0.05334997583532058
3404,C0364598,0.05333939615297009
3761,C0362958,0.05333757187990141
4131,C0364055,0.053324805386262414
9604,C0366196,0.05329791946290415
8605,C1369594,0.05328483458028703
3611,C0362900,0.05326629819726499
9359,C0366775,0.05326468525676073
3321,C0364096,0.05322396157589277
4443,C0366777,0.05320333623075407
5569,C0364201,0.05319232575527647
3726,C0365160,0.05316723314257065
3409,C2973277,0.05315350354466424
8628,C0942443,0.05314499338496763
3521,C0942424,0.05313942454212749
3521,C0362958,0.053138087973301336
9929,C0364092,0.05312495089303335
3895,C0366312,0.053124307798774355
0041,C0365160,0.05309872746451695
370,C1953449,0.0530935030604419
9961,C1953449,0.053078153297470385
3891,C1114242,0.05307470201557757
8628,C0942477,0.05306343129886623
8191,C0365091,0.053031239223828505
8191,C0364055,0.053014334177303994
0046,C0368061,0.053003716967004615
4524,C0362980,0.05298864285376794
0013,C0368025,0.05297550563840603
9961,C0803387,0.05296651390409492
8604,C0368013,0.05295704802076996
4233,C0362900,0.05295016363483969
9915,C1316027,0.05294089256891082
9904,C0366312,0.052934393739966716
5059,C0364127,0.05292508755590627
4233,C0364674,0.052922896022905834
9925,C0362909,0.05290571047103678
370,C0368021,0.05290533843476498
8622,C0366777,0.0529018070551976
3990,C0550246,0.052896365045137554
3611,C0368025,0.05288956378992651
3612,C0366775,0.05288837969450697
5185,C0362980,0.052885890260380375
3929,C1369594,0.05287794399580584
9961,C0366775,0.0528673304597607
3612,C0362958,0.05286334941472067
3778,C1316226,0.05286134675047012
3929,C0362900,0.05286003232520049
8855,C0362906,0.05284454282012581
9359,C0365160,0.05284039329519083
4011,C0362999,0.05282981818320934
0093,C0368036,0.0528006230623315
4562,C0364290,0.05277354675008002
3990,C0368078,0.05277190670906313
3142,C0364092,0.052770000835258846
4573,C0942425,0.052758937390469295
3721,C0362978,0.05274198451543619
8604,C0484707,0.05272284236789336
0093,C0364127,0.052722536937405244
5412,C0362949,0.05272174132609064
3722,C1114284,0.0527198371714436
8841,C0365184,0.05271968551889361
0040,C0364605,0.052712177108761256
9462,C0364835,0.05270664507580085
3404,C0550836,0.0527023886879274
8855,C0549816,0.05269271757957225
3601,C0362906,0.05268759898649565
5122,C0366770,0.05266943943644033
3990,C0550447,0.05266775237747783
8659,C0364479,0.05266116572279015
4525,C0942423,0.05265610065474388
0093,C1953449,0.05263970617040624
4525,C0363876,0.05263739532095034
5412,C0366775,0.05263272540712422
4131,C0942444,0.052598753391265206
3794,C0803378,0.05258309072518922
3979,C0803387,0.052579680954373306
9960,C0366194,0.05256170931352487
8853,C1507819,0.05255631131600884
4562,C0364479,0.0525381759921458
4639,C0364290,0.052526581677328356
9672,C0549840,0.052522080056330835
5491,C0484675,0.05250397527645568
9749,C0365160,0.05248812015851201
3321,C0362989,0.05247802404952869
9605,C0368061,0.052477758413751026
4233,C0363885,0.052471099404865267
5411,C0365029,0.05246121884809895
3990,C0942460,0.05246112519509326
0045,C0942443,0.05245445911197295
9605,C1114897,0.05245359656348043
4513,C0366727,0.052450498658910424
0353,C0367799,0.052450498658910424
3723,C0365023,0.05243691271345862
4319,C0368021,0.05242332910679716
387,C0945358,0.05242213252061035
3512,C0364961,0.05241678727364984
0045,C0942477,0.0523898448769482
8163,C0364121,0.05238539446145839
9607,C0366777,0.052378360480501936
9605,C0362908,0.05236830279365363
9914,C0362949,0.052364042757085234
3761,C0365029,0.052350291787850445
3601,C0362980,0.05233254057009021
9723,C0365029,0.052329173546538446
5412,C0364674,0.052311380227286805
5185,C0942476,0.052310061695135454
8841,C0484652,0.052307365499278266
8628,C0484652,0.0523073076676158
8628,C0942432,0.052292240648020516
5411,C0366770,0.05227608839525247
9749,C0803387,0.05226453099954987
5412,C0364459,0.0522447758633946
3990,C0362907,0.05224162162532556
3723,C0942433,0.052227593903036586
8855,C0362909,0.05222321749133846
4562,C0362949,0.05220657393733333
8848,C0366777,0.05219207107123611
9905,C0942421,0.052169487520065734
3778,C0942443,0.052136811588117664
8605,C0364290,0.05212246100358487
3421,C1315831,0.05212131836883643
3611,C0363876,0.05210131323180414
3611,C0364121,0.05209559569082185
8605,C0364055,0.05209183877961778
8628,C0362900,0.05208673836732638
3778,C0942477,0.0520594354378322
5412,C0365029,0.052045612865530465
5122,C1114284,0.052035957586862955
387,C0549819,0.05202358709345752
9671,C0945626,0.05201311746387942
8841,C0365160,0.05199232268071921
8191,C0368013,0.05197997246500742
4131,C1507819,0.05197801707476229
4319,C0365091,0.051976929970212124
4443,C0362923,0.05197661518539933
5122,C0368025,0.05196736503450261
5011,C0365095,0.05196525911290225
8628,C0363775,0.0519576421758041
9961,C0366781,0.0519506351257222
5187,C0368036,0.05193966838149734
3845,C0365392,0.05193413475897838
7779,C0364121,0.05192962416566238
4233,C1114106,0.05192858898086463
5122,C0362999,0.05192072289510854
3722,C0362989,0.05191814140547153
3321,C0365392,0.05187959656136595
5412,C0364055,0.051874880936509875
4639,C0368025,0.05186197204713767
8191,C1369594,0.05183577936216661
966,C0484550,0.05183564580716513
8605,C0363885,0.051816961202460744
387,C0942478,0.051810071485597915
640,C0366777,0.05180525213396866
3607,C0365184,0.051795932319808294
8852,C0368036,0.051793645259518
4639,C0365095,0.05178933211677882
3613,C0368078,0.05178294674203441
8622,C0362923,0.05178177558629981
0045,C0942460,0.051760906484801264
3979,C0942460,0.05174578403035439
0066,C2973277,0.05173145674722117
8611,C0364055,0.05172785583902447
3761,C0798131,0.051718580462924504
9723,C0363885,0.05170753700073098
3995,C0366312,0.051691744371386454
3949,C0364290,0.051667764963724404
3949,C0484851,0.05166592920250787
0013,C0365392,0.051650354498673
8855,C0368021,0.05164495641098226
8855,C1507819,0.05164391465597725
8191,C0484652,0.05162998851444101
3778,C0803387,0.051606868754044924
5411,C0942460,0.051603943659283634
3142,C0365029,0.05158969365801396
8841,C0364674,0.05158232028887441
3990,C0362909,0.051560974800087804
0046,C0363775,0.05155433247173645
3891,C0365750,0.05155195439507063
3979,C0364092,0.051549376482156385
5412,C0362958,0.051546753100106396
5122,C0550246,0.05153611718810851
0013,C1507819,0.05153070985657389
8607,C1114897,0.05150555432652262
9359,C0362958,0.05149728321343396
3734,C0484851,0.051493681273201426
9929,C0362980,0.051491338380749804
8163,C0364201,0.05148785929744963
5122,C0550447,0.0514839107288377
8853,C0364835,0.0514735980205513
5411,C0364961,0.0514684620383077
3721,C0362934,0.05146176341016691
3607,C1114284,0.051451439369886685
9962,C0368042,0.051451439369886685
8857,C0366781,0.051449186992598935
9961,C0368025,0.05144823725273862
4562,C0365095,0.05144228382168635
8853,C1544494,0.05143627626771344
5411,C0364459,0.051428942419211934
9605,C0362910,0.05141076396545006
0113,C0365023,0.05139712895159108
3611,C0364055,0.05138905800983186
5459,C0364835,0.051386866614882454
9925,C0365160,0.05138163227217762
4525,C0484851,0.05137997718418365
9929,C0364674,0.051352934123706874
8191,C0363885,0.051337671289107795
3778,C0364961,0.05132979240214894
9607,C0362923,0.0513200148214663
3721,C0362906,0.05129081366763705
3722,C0942476,0.05128261529970599
5185,C1953449,0.05127728404626422
3721,C0362910,0.05125483413291534
3612,C0364121,0.05124625377622779
3614,C0365091,0.05122976342860445
5059,C0362908,0.0512178710085975
4131,C0942425,0.05121250278470942
3778,C0364201,0.05120828999488543
3612,C0942443,0.0512019069551929
8191,C0363876,0.051181189498337686
4513,C0484977,0.05118005962404382
3321,C0486259,0.051164461675795414
5011,C0364961,0.05114423572162006
0045,C0942432,0.051129487210230286
9723,C0364290,0.05112538519131657
8848,C0362923,0.05108723812209463
9914,C0364121,0.05108406831473045
3761,C0365034,0.051072829331552515
3845,C0942432,0.05104695853061613
387,C0362989,0.0510427947891621
4639,C0368013,0.0510354310131122
3613,C0365160,0.05100530600461708
4011,C1315831,0.05100149393639534
3601,C0550447,0.05099768954925781
9961,C0484851,0.05098329394313994
3722,C1114897,0.05097989636201156
3614,C0364961,0.05094763822443969
3929,C0368025,0.05094750227824598
9925,C0366770,0.05090853878598122
8855,C0942476,0.05090287765221401
5185,C0942444,0.05089913417153713
3601,C0368061,0.05089727536410791
4443,C0368061,0.05089196521687294
9607,C0362989,0.050883242777156536
3611,C0364968,0.05088242690787299
0013,C0364127,0.05087459284444379
3990,C0364133,0.0508703340038066
5569,C0365184,0.05086618650771878
4639,C0362900,0.05086433364997351
4573,C0365184,0.0508501346512995
3990,C0364096,0.05083714757516608
8855,C2973277,0.05083458033903465
0392,C1114897,0.05082471673072515
5491,C0362983,0.05082117834798908
5011,C0368013,0.05081642875664174
3142,C0365160,0.05081469256349282
0093,C0362908,0.05080935182842761
8604,C0364968,0.050765917512093105
3611,C0368013,0.05076005882624586
5411,C0366775,0.0507522373694787
8604,C0364127,0.050741395305931414
4233,C0364835,0.05073836069380012
8856,C0365023,0.05072840510927534
3601,C0362909,0.050726228410053295
0131,C0942423,0.0507235372033044
4562,C1114284,0.05070225978644784
0331,C0366727,0.05068776978467889
4562,C0368078,0.05062232208930617
5185,C0368021,0.050601565656507995
0392,C0362892,0.050601565656507995
3723,C0945365,0.050597911416856996
4223,C0365034,0.05059500330902826
3897,C0366312,0.0505823730250132
3990,C0550440,0.05057726240938542
3601,C0362908,0.050552136614393374
0093,C0365095,0.05051695147970253
4639,C0550246,0.05050362858144655
9915,C0942426,0.050482178029207056
4573,C0362980,0.0504772674505221
8604,C0363775,0.05047560211131605
3778,C0368025,0.05046076121640053
9925,C0364968,0.050440759886372324
8855,C0362949,0.05041964182586502
8051,C0364121,0.05040463935381671
8628,C0942424,0.05039336894107467
9749,C0362980,0.0503784406612261
0013,C0364835,0.050348745531185624
4562,C0368013,0.05034808338925351
5059,C0365095,0.05034763785819424
9929,C0365095,0.05030772233570806
5498,C0365091,0.05030117416385812
9925,C0362908,0.050280157142703064
8847,C0550543,0.050252651321402636
9605,C0366777,0.050227804438904504
9925,C0486259,0.050225077637395366
5185,C0942460,0.050220151869288326
8611,C0363775,0.050216114570854335
370,C0363876,0.050209144001264874
3612,C0365034,0.05019547215364469
3929,C0365392,0.05019376645368464
9359,C0364674,0.050185394115409815
4562,C0362900,0.05016398142348335
3612,C0942432,0.050154561191348986
9605,C0364121,0.05012492936252326
9925,C0364290,0.05012094967572564
8628,C1953449,0.050111485944107886
