icd9_code,Rx_CUI,normalized_co_occurrence_probability
3606,C4082777,0.07162290182951088
9906,C1966350,0.07161975586924747
5059,C0939651,0.07161325599966152
3322,C0691137,0.07160907305566533
5459,C0593736,0.0716071244991309
5110,C0595475,0.07160664124218252
9904,C0973845,0.07160437583863802
9604,C0974671,0.07160207948308005
4621,C3887821,0.07159963671663429
3961,C0693823,0.07159899706574577
4131,C0977275,0.07159443528110863
0066,C0981738,0.07159151479804764
5411,C4048724,0.07158783278094205
3891,C0707581,0.0715852050573045
9910,C4281882,0.07158411539074637
0139,C0709156,0.07158304671073135
0045,C4082778,0.0715755989553967
8872,C1879045,0.07155409170322534
0040,C0709644,0.07155117041061931
3491,C0687773,0.07154570167732205
3895,C0691595,0.07154073555522636
3721,C4082778,0.0715348648038132
5411,C1966350,0.07153343973976362
5185,C0361232,0.07152805171669971
0331,C0975734,0.07152805171669971
4131,C0689399,0.07151445181271812
9671,C3162907,0.07151128561047482
9915,C0688874,0.07150852357518613
9960,C0712925,0.07150348710746982
4131,C0981430,0.07149935573691275
3891,C0975734,0.07149802853107112
4311,C3887542,0.07149660310471487
8659,C4281875,0.07149594991300737
3404,C0595475,0.07149546648482995
8451,C4281875,0.07147515274118803
3897,C0690704,0.07147313905050344
4513,C0688426,0.07147313905050344
5491,C0995060,0.07146586398506792
8628,C4282000,0.07146449036631267
8964,C0977396,0.07146010258173545
8841,C4082775,0.07145319118400767
3409,C0712596,0.07144527837235733
3723,C0978141,0.07143862937561413
8964,C0688874,0.07143657625281166
3614,C0693822,0.07143657625281166
9605,C0710355,0.07143657625281166
3404,C0978492,0.07143480228790333
311,C0690075,0.07142371070874398
8622,C1320353,0.07141048229035642
9920,C0782173,0.0714069388840088
022,C0709054,0.07140508585975068
3950,C0980959,0.07140145409454578
387,C0785724,0.0713968754256691
9960,C0981180,0.07139533948435853
8842,C0938971,0.07139038585840868
9905,C0710780,0.07138955074615848
5011,C4082774,0.07138945230614435
311,C0875805,0.07138620461299088
8842,C0361556,0.07138287363878769
5459,C0361231,0.07138287363878769
4523,C0973805,0.0713820373378858
0014,C0690813,0.07138084014037187
966,C4048510,0.07137272396733683
9962,C0690121,0.0713705445844612
387,C0710299,0.07136614466771
3612,C0975227,0.0713657929965115
5011,C0975677,0.07136201893524481
9915,C0715252,0.07136123205235255
3723,C0691595,0.07135109705230562
3722,C0939047,0.07134826854763612
8872,C1585125,0.07134793254431727
8848,C0977010,0.07134591658919452
9915,C0975752,0.07134256709116915
9983,C0875853,0.07133621635836297
8847,C3888181,0.07133231179664044
9607,C1739168,0.07133121199532194
0093,C0975164,0.07132990919654135
8604,C4048954,0.07132341688310222
8847,C0689399,0.07132316760737363
9910,C0593905,0.07132088620538758
0093,C0977796,0.07132028866870276
8848,C1169852,0.071315340284737
0014,C0708587,0.07129941386413678
3613,C0689398,0.07129446307520856
3995,C1145668,0.07129431009253576
4513,C4282057,0.07129143190008927
8622,C0710780,0.07129028906322833
4523,C0140600,0.0712853908206701
8848,C0974988,0.07127843879964015
966,C1966837,0.07127741646523425
3521,C2343627,0.07127613227703432
8605,C0776406,0.07126811931151898
4311,C0981188,0.07126020515205318
4513,C1814027,0.07125430797775117
0017,C0976133,0.07125430797775117
3721,C0711421,0.07125430797775117
3491,C2241231,0.07125430797775117
5491,C4048277,0.07125430797775117
5459,C4082777,0.07124711600927512
3322,C0715252,0.07123411190748336
3523,C1639501,0.07123292425092283
9962,C0981359,0.07123060068670373
3893,C3531115,0.07122294222748389
3321,C0979757,0.07121722172937527
9671,C0780681,0.07121451617771891
3613,C1320353,0.07120998977601743
8611,C4082664,0.07120399390365806
9962,C0977115,0.0712023977658909
9671,C0981180,0.07119941237173241
5459,C0691595,0.07119693782210026
8848,C0980955,0.0711947363327368
4562,C0785725,0.07119261165391949
7779,C0688561,0.07119019431257638
8842,C0979637,0.07117725571147183
9960,C4316969,0.0711769719483849
8659,C2241229,0.07117647030118114
8847,C4048933,0.07117647030118114
3893,C1585673,0.07117608088030822
9672,C0978129,0.07116500008637867
9607,C2343627,0.07115957100004636
8856,C1585673,0.07115368183738946
9960,C1359886,0.07114644349928002
3611,C0939651,0.07113825026211781
5491,C2587025,0.07113329874215636
4443,C0708587,0.07112865254227968
8964,C0689877,0.0711263762534398
8852,C4048916,0.07112510922823229
3521,C1169578,0.0711216029283594
8853,C0981500,0.07112113296906014
4513,C4282341,0.07111688181085932
3605,C0691137,0.07111642105538073
3403,C2608111,0.0711160444103844
5459,C4048933,0.07111598822068249
9604,C2241233,0.07111269750016717
3891,C0361232,0.07110742030413875
3615,C4082743,0.07110540219074163
8191,C0711421,0.07110394265044032
3613,C0708587,0.07109398680623352
9962,C4083864,0.0710787806523447
0331,C0980635,0.07107649175962336
0040,C1169927,0.07106953095396093
9359,C1696556,0.07106705452275376
9607,C0994978,0.07106670639074074
9605,C4082774,0.07106631451836881
9390,C4082214,0.07106570843073046
9672,C0976007,0.07106398923696997
3323,C0688627,0.07106389969784987
3950,C0978252,0.07106046958890036
9390,C0979637,0.07106002414388819
9925,C4048475,0.07105650127058133
9962,C0356444,0.07105390568707556
9671,C0785724,0.07105017601545034
9960,C4281975,0.07104639319779368
9905,C0977809,0.07104539828223783
0046,C0690321,0.07103339086129214
311,C0359525,0.07102484301721569
4639,C1966350,0.07102129125628702
8872,C1169598,0.07101902744903422
0041,C3887542,0.07101268953709247
4311,C0689067,0.07100342841837157
5459,C0977786,0.07099318701839026
4562,C1320353,0.07099193513257435
8853,C0715252,0.07099033456982949
8605,C0689398,0.07098991641637926
311,C0875585,0.0709825995082372
0331,C0688426,0.0709783029617521
8847,C4281975,0.07097588859617376
4639,C2920202,0.07097083191453492
9907,C0593736,0.07095966619070453
3961,C0981359,0.07095898012949274
3950,C0974988,0.07095325849693403
0045,C4048954,0.07094877792447978
7936,C0981367,0.07094791111750276
9723,C4082772,0.07094434606168111
3897,C0982805,0.07094394883422991
3723,C0693823,0.07093846979159292
0093,C0981442,0.07093604398598637
0040,C4082745,0.07093206457244745
8856,C1966837,0.0709205077299976
9962,C0711126,0.07092018419124027
9607,C0980955,0.07091809012626231
8842,C4082780,0.07091289866032605
3761,C0938968,0.07091248601596647
9604,C2723055,0.07090669320051189
0017,C0710309,0.07090468512083126
3521,C0689398,0.07090221045081778
0014,C3200624,0.0708924783822103
9962,C4282056,0.0708822725415002
3895,C4048844,0.07087066442039153
8855,C4048369,0.07086248755800258
3323,C0687883,0.07086048904915389
9962,C0977809,0.07085976234590632
9904,C0977136,0.07085830682671564
3979,C2917671,0.0708582051735846
9910,C1320353,0.07085684848376637
3321,C0710782,0.07085289571753556
5011,C2955100,0.07084936571768004
0014,C0938968,0.07084867402487714
5122,C4082638,0.07084554716127867
9920,C0981500,0.07084529087291348
5459,C2920421,0.07084313519317628
9925,C4082647,0.07083713001942207
3897,C0698428,0.07083322625919748
0331,C0976709,0.07082916679343687
8622,C4281882,0.07082481141069222
8848,C0977396,0.07081774209580956
3891,C0939181,0.07081380518781591
8856,C0712596,0.07081131526697873
8964,C0973812,0.070811051531637
3895,C0359162,0.07080919655462951
966,C0976007,0.07079951427731443
4573,C4083864,0.07079898874183173
311,C4082656,0.07079659473197467
0045,C1169578,0.07079503439883805
9960,C0693824,0.07078975557330673
8191,C0980346,0.07078136382051682
3895,C0361699,0.07077744833285683
4523,C0716159,0.07077596325833686
3891,C0709054,0.07077448958031403
9605,C0980955,0.07077373134094832
9605,C0140600,0.07076914531352334
3321,C4048475,0.07076909280869215
3323,C0979820,0.07076853879682564
3524,C3465049,0.07076746291387558
3491,C0710309,0.07076179060376694
3891,C2747675,0.07076022520224623
8872,C0709054,0.07075469411687299
4443,C1584819,0.07074119861371582
3607,C0980346,0.07074037217188231
9910,C0708587,0.07073802425292262
8622,C0980955,0.07073766579872223
3961,C0973845,0.0707295967851748
9960,C2947389,0.07072769736738405
9671,C1967412,0.07072192581631896
9920,C4082638,0.07072106460583077
8191,C3200624,0.07071970678613995
3323,C0689843,0.07070797380998015
5011,C0973812,0.07069979889383339
4523,C2920202,0.07069755283200989
0331,C0774366,0.07069611402175127
3606,C0687868,0.07068732253255242
9910,C1169480,0.07068732253255242
9604,C0688374,0.07068621792124147
3897,C4283427,0.07068272558506146
3845,C4282054,0.0706813060572866
8605,C0710299,0.07068076616601164
8842,C4082779,0.07067810332693948
4443,C4083065,0.07067158924415799
8857,C0774468,0.07066888174380082
8848,C0975677,0.07066760961466402
8848,C0981500,0.07066760961466402
3995,C0687962,0.07066339055555013
9604,C4082664,0.07066122480398986
3323,C0978141,0.07065537143868775
4131,C1320353,0.07065324236673753
0013,C0715252,0.0706403555200374
0045,C4048845,0.07063999761747967
3723,C0715176,0.07063857154854522
9672,C4048767,0.07062534949096987
9905,C2917671,0.0706225638934183
4639,C0785725,0.07062176277192286
3607,C1696556,0.07061975673548566
0017,C0974538,0.07061919421610897
5011,C4082638,0.07061711407056982
3722,C0688562,0.07060172245722209
3723,C1613232,0.07059793035963845
5187,C4282000,0.0705971800986105
8842,C4049009,0.07059310128147701
9962,C0691133,0.07058610532591607
8841,C0979820,0.07057880355724047
4516,C0688562,0.07057880355724047
3722,C1966478,0.07057880355724046
3613,C0772628,0.07057653494590342
9604,C1967389,0.0705588355647232
387,C0785727,0.07055519027228001
4319,C0308812,0.07055204299778786
4523,C0978679,0.07055204299778786
3895,C4281875,0.07054524106109339
3404,C0977809,0.07054069600761331
0040,C0977344,0.07053421361027079
3972,C0979504,0.07053421361027079
0390,C4048954,0.07053265687554501
3961,C4282007,0.07053198555436328
9604,C3531115,0.07052646444184466
3606,C4282056,0.07052245283408337
8853,C0981188,0.07052128587109041
9907,C0688562,0.07051951556834507
370,C0356444,0.07051545531998261
9607,C0938971,0.07051515446409826
8856,C0715205,0.07050618515018878
9907,C0715174,0.07050547503353671
3721,C0593903,0.07050212595520909
3607,C4082779,0.07050181903375703
9607,C0975164,0.07050134110221645
966,C0691595,0.07049366613220778
0041,C1256528,0.07048824284074133
5122,C4282054,0.07048810771873543
9671,C0875585,0.0704840491341209
9910,C2587025,0.07048332086488979
3612,C4281882,0.07047779835931058
9390,C0975732,0.07047450281494755
9605,C0711421,0.0704704750740134
4639,C0689392,0.07046298380325133
8628,C1178147,0.07045766384341874
8191,C4048954,0.07045439658379135
3950,C0975164,0.07045281956114184
3322,C0980346,0.07044519825488116
3979,C0979637,0.07044369140722072
5059,C0688950,0.07043975544851244
3950,C0688877,0.0704332576488388
4311,C0939139,0.07043086144343709
0159,C4082647,0.07043081386183278
0066,C4282051,0.07042794090332641
3606,C0975164,0.0704260870310684
9962,C0975411,0.07042004497377857
8964,C0939047,0.07041778908657104
9915,C4048508,0.07041672507215876
0041,C0708587,0.07041557511202198
0353,C1966350,0.07041557511202198
3722,C0979757,0.07041557511202198
3929,C0981500,0.07041557511202197
3897,C0690123,0.07041088456471563
3323,C0361231,0.0704071158162213
0017,C0976530,0.07040549617703788
9905,C0974538,0.07040310947271322
3929,C0593904,0.07040077264420114
3995,C0688627,0.07039596550430065
8622,C0354080,0.07038926380632878
3611,C4048369,0.0703888933614118
8872,C0978492,0.07038840146501818
0017,C0691839,0.07038669787563767
3950,C4082656,0.07038669787563767
3322,C0978145,0.07037795829307154
3607,C0977796,0.0703739776289067
9607,C0978679,0.07037253022347058
3845,C0772628,0.07037098977943801
5011,C0981442,0.07034811400517461
8848,C0875706,0.07034747015579855
3404,C0785725,0.07034434900350454
3571,C3465049,0.07033787463787924
0040,C0937759,0.07032334681559779
0331,C0713454,0.07032213529760957
9983,C0722690,0.07031376696644032
311,C0713356,0.07030975410983624
3897,C0979786,0.07030937356197603
3404,C0973805,0.07030427013157363
9723,C4281873,0.07030119587242396
387,C0980636,0.07029491571751041
3613,C4281882,0.07029399957052768
3893,C0707581,0.07029245697011807
3895,C0688627,0.07029013961647766
3324,C4048973,0.07028628537895829
8841,C0710299,0.07028312545135199
8847,C0693367,0.07027667096282673
7779,C0785725,0.07027586650118814
8872,C0691595,0.07026736448072884
3950,C4082745,0.07026601740579606
0013,C4048369,0.0702636102583408
3893,C0688627,0.07025989194646876
8162,C4048957,0.0702548017134585
3995,C0975821,0.07024920240749215
3404,C0716159,0.0702469792687702
9915,C0688373,0.07024512531528909
8841,C0712074,0.07024023316342291
8856,C2947389,0.07023207611342588
5491,C0981260,0.07022933293581213
3891,C0875585,0.07022933293581213
3722,C1329651,0.0702218477781148
8604,C0981359,0.07021799239458887
0093,C0939651,0.07021764508299763
9723,C0689398,0.07021231467398666
3533,C0981742,0.07021039540109726
4513,C0981545,0.07020868799599435
3723,C4083883,0.07020498932439422
8964,C0361231,0.07020409850509676
4523,C0710355,0.07020108079121128
9929,C0979820,0.0701978840396831
311,C0774394,0.07019772518214942
311,C2241231,0.0701962753243414
0045,C4048535,0.07019286930574556
8872,C0978650,0.07019110092313129
9915,C0975677,0.0701886714607905
4131,C0710355,0.0701794612380562
3612,C4282000,0.0701794612380562
9925,C0709910,0.0701794612380562
3723,C1966478,0.0701794612380562
9907,C0785725,0.0701636581369898
3723,C0690675,0.0701514798632759
387,C0690675,0.07015065534543238
8964,C4048933,0.07014658680568171
3721,C2241231,0.07014585660363737
5011,C2343627,0.07013859485991548
9910,C4082772,0.07013183594714312
4516,C0688621,0.07013061561411799
4513,C1740048,0.0701262155954983
3895,C0976709,0.07012424933039489
9962,C3887765,0.07012352022441593
5187,C4048725,0.07011008288395257
8842,C0690675,0.0701084547979462
9390,C0973805,0.0701084547979462
8855,C0981500,0.07010813598395296
3895,C0979526,0.07010109917977594
9925,C0785724,0.07010109917977594
5412,C0776406,0.07009594975963382
9904,C0713356,0.07009586524642532
8163,C0693367,0.07009212360377025
4523,C0977796,0.07009197785350013
9910,C0938971,0.07009166947753293
9605,C0973845,0.0700913159117899
4523,C1814189,0.07008782001019674
8848,C1696556,0.07008544722818731
0331,C0687939,0.07008164835987683
3897,C4281823,0.07008031291557859
4311,C0355710,0.07007874133377709
3613,C0687883,0.07007218242960399
3404,C0780681,0.07006576573512036
3721,C1256528,0.0700635887818059
4523,C0977115,0.07006198206748594
3322,C0976530,0.07005747129187964
3723,C0978145,0.07005360536325794
8841,C0689877,0.07004925810738458
3612,C0981188,0.07004806929127312
3323,C1169363,0.0700439423604507
9671,C0785725,0.07004159002256245
4513,C1585125,0.07004129022585444
9607,C0973812,0.07003853221347779
3929,C4082774,0.07002971851408397
8622,C0772628,0.07002574783024496
3772,C0710782,0.07001606372279476
9910,C4048488,0.07001509765119054
3321,C0710780,0.07000136725263462
3613,C0710780,0.06999199798009179
0014,C4048510,0.06998490194785283
3783,C0710782,0.06998347315700508
3979,C4048475,0.06997988230532762
4311,C0706911,0.06997743062159224
3613,C0689865,0.06997692884716952
8162,C2241233,0.06997240335548126
0045,C1329651,0.06997172643548054
9605,C0978252,0.06996320078292238
5459,C0711126,0.06996000820628398
0040,C0690123,0.06995483637355351
4513,C0939139,0.06995423924725225
9672,C1658082,0.06995323695043454
8841,C0689881,0.06995149781286011
3950,C4082664,0.06993957205897704
8847,C0939047,0.06993957205897704
3995,C0936052,0.06993860929304094
9910,C0707557,0.0699340122552356
8853,C0687940,0.06992363625915898
3323,C3887542,0.0699156710125633
3723,C4282007,0.0699077395767066
9960,C0689881,0.06990646272953788
3897,C4048277,0.06990515959426062
3523,C0795367,0.06990478646442402
9672,C0978679,0.06989532341379279
3491,C0975752,0.06988117536769115
3950,C0981742,0.06987634767133759
3323,C1588700,0.06987419648000025
4562,C0978185,0.06987330508121346
0013,C0710783,0.06987244755392832
9604,C0939181,0.06987093850549717
4639,C4281873,0.0698708266742295
8853,C3887889,0.06986894137506132
8848,C4082647,0.06986574749941338
3324,C0688958,0.06985827860748223
3723,C4048510,0.06985507055535548
8628,C1879045,0.0698487391643039
5459,C0785727,0.06984215570381937
5411,C4048725,0.06984065695994013
4523,C0708587,0.06983419757425816
3722,C0938981,0.0698281698645949
9905,C2747675,0.06982395833190884
8964,C0875597,0.06982363018131948
8611,C4082779,0.06982181446904809
387,C4082647,0.06982100710195761
3891,C0937759,0.06980646353711163
9907,C0973845,0.06980320872207102
5459,C3888181,0.06979774202980606
3322,C3887889,0.06979349572724121
3990,C0710781,0.06979213289043162
3721,C4083883,0.06978449927337851
8847,C0712596,0.06977345852313266
4513,C0975120,0.06976365630634704
0017,C3887855,0.06976005974389712
8605,C4082779,0.06975326328606514
3521,C1145668,0.06975091302955168
9723,C0981517,0.06974294134292802
8842,C3888181,0.06974014926252396
3491,C0687940,0.06973885445081209
4443,C0689877,0.06973870239869466
3950,C0687883,0.0697308788181835
311,C0687812,0.06972842951638879
311,C0977345,0.06972703326048997
8848,C4048475,0.06972520515168386
0041,C0981188,0.06972120110322043
8754,C4048535,0.06971183311104605
8622,C0689881,0.06971057065620101
4311,C0709054,0.06969960910567571
3613,C0977786,0.06969886463117791
8872,C0687940,0.06969072154319932
8604,C0975164,0.06968213319264316
3404,C0975677,0.06967947866318731
8847,C3887855,0.06966500583024883
3949,C1169852,0.06966475517218226
9905,C0875827,0.06965897315219638
8856,C0978059,0.06965586884472066
9925,C0974670,0.06965380626316889
9605,C4281944,0.06964879601551076
3323,C0697773,0.06964601878205944
9910,C0593904,0.06964383660763922
8857,C0716159,0.06964357600034908
9962,C0715252,0.06964221218652523
8628,C0782173,0.06964120418366938
022,C0772628,0.0696397058535861
8842,C0875706,0.0696393142549417
0151,C0977115,0.06963293963252536
3723,C1585673,0.0696299402036452
3611,C0708587,0.06962943055511354
3612,C0978655,0.06962051423743866
0390,C4048957,0.06961123423602301
4523,C0975677,0.06961034785795023
3897,C0975746,0.06960845956060961
9607,C0688562,0.06960639971370955
0331,C0795367,0.0696056386758286
9962,C4082746,0.06960536420712857
5412,C4048954,0.0696030458808792
9915,C2241231,0.0695991813783098
0331,C0978145,0.06959743797885216
9904,C0690123,0.0695930325515309
8622,C0308812,0.0695897807339861
3491,C0978059,0.06958162747819445
9390,C0785724,0.06957735479102893
3995,C2710457,0.06957305253114675
8856,C2241231,0.06957058775715803
9907,C0690321,0.06956360554968759
3615,C0691089,0.06956100039182866
8853,C0976530,0.0695573037299822
3721,C0593905,0.06955630893336472
9925,C4082780,0.06955244584225842
9910,C1359886,0.06954929873819853
387,C1739168,0.06954674394799615
9960,C0593736,0.06954536926206004
3322,C0981356,0.069542691022553
5011,C0975411,0.06953864282282841
8872,C0709644,0.06953358920613187
0017,C4084089,0.06953358920613187
9605,C1169852,0.06953358920613185
3142,C0979820,0.06952478186024198
4516,C0710780,0.06952358936592903
5185,C4048724,0.06952358936592903
9962,C1636717,0.0695227051611847
9962,C0981188,0.06951904491032432
8841,C0712925,0.069518026465823
8848,C3887855,0.06951674898444059
0014,C2937824,0.06951492510418943
4443,C1329857,0.06951040545498594
0014,C0977343,0.06950799520952881
3995,C0716564,0.06950065914109373
4513,C2608111,0.06948873379503373
9962,C4282051,0.06947730801000891
3950,C0709644,0.06947053853197355
3615,C1329651,0.06946116758350457
966,C0937759,0.06945962689391454
5059,C4048475,0.06945813967806057
9723,C4282005,0.06945569509172893
4311,C0977809,0.06945127880596857
9604,C0876706,0.06945080509916121
0066,C0772628,0.06944952973421761
8451,C0785725,0.06944809971240051
3995,C3887713,0.06944710803575554
9960,C0689399,0.06944471700367079
9915,C4281823,0.06944012871132384
8853,C4082780,0.06943986901432676
8191,C0978624,0.06943958385901959
3324,C0690082,0.06943823531013532
0046,C1256528,0.06943564710927198
9910,C1585531,0.06943476658002931
8628,C4048475,0.06942494134977208
3607,C0977010,0.06942194302389529
3614,C1814027,0.06941924866524483
8628,C0978624,0.06941580317219648
0045,C4082743,0.06940802375464454
9904,C0687813,0.06940780761127457
9962,C1320353,0.0693989250716947
8872,C1620677,0.06939844418034362
8968,C0691137,0.06939498703806095
9905,C0785724,0.06939384598467914
0040,C1329857,0.06938684626806102
9359,C4048535,0.06937632296787519
387,C4048845,0.06937184497460548
4523,C0973757,0.06937090268382587
966,C0981584,0.06936982177366297
3761,C0774583,0.06936892006698643
9915,C0780681,0.06936507816710799
3606,C0715175,0.06936507816710798
0045,C0710995,0.06936227279482711
0093,C0973812,0.06935932739184844
8848,C0687868,0.06934461951318165
9605,C0937759,0.06933260506484633
3950,C3887855,0.06933160567885605
0017,C1145668,0.06932979102397213
9390,C0978604,0.06932543652772899
3522,C4048628,0.06932327552598741
3323,C0595475,0.06932030720599044
8605,C0975164,0.06931918877283744
0331,C0687813,0.0693187273947148
3322,C0795367,0.06931597524813339
8622,C0687940,0.06930984938526148
9605,C4083864,0.06930913663448215
9962,C0981742,0.06930655540097058
0040,C0981367,0.06930469266691246
3323,C1966837,0.0693040968757846
9604,C0689760,0.06929401540821636
8842,C1178147,0.06929245664296978
4513,C0308812,0.0692923520241399
3323,C0785725,0.06928661121872048
3522,C4048916,0.06928569509511998
3895,C0709644,0.06928553458016687
8855,C0715175,0.06928301229748071
3722,C4082949,0.06926757454770212
0159,C4048957,0.06926710378484607
8872,C0974670,0.06926639102196358
5412,C4316969,0.06925879619753308
9910,C0981359,0.06925284476467349
8191,C4048845,0.0692485651530523
4311,C2241229,0.06924368783930047
9915,C0689843,0.06924233259914296
8855,C0710995,0.06924142044736595
8841,C0593904,0.06923157918242913
0013,C0689392,0.06922939881642608
3778,C0876711,0.06922684780972635
3995,C0978638,0.06922532283884432
8853,C1169578,0.0692229863329072
8847,C4083883,0.06922057611315931
9671,C0693824,0.0692153613061941
8847,C0690813,0.0692129958525996
3612,C0687883,0.06921077730085994
3929,C3887821,0.06920931459528488
3995,C0708385,0.06920726961716345
0093,C4048369,0.06919532321386652
3975,C0978129,0.06918723505993314
9960,C0978604,0.06918664757918938
5459,C0772628,0.06917865227982661
3324,C2241229,0.06917436166762184
9907,C1814027,0.06917429283849655
0045,C0977275,0.06916559550691714
9723,C4082779,0.0691607131683708
3322,C2241229,0.06914816399951547
0040,C1948923,0.06914595475758026
3990,C1696556,0.06914050972744534
4523,C0977439,0.0691372888083965
9396,C0776387,0.0691357694763234
8622,C4281944,0.0691286766280526
9605,C0712074,0.06912663596456109
9605,C1966350,0.06911944679007735
0013,C4082656,0.06911891174715527
9605,C0710782,0.06911019248345983
9983,C0717210,0.06910940579140593
9390,C1145668,0.0691063940459435
3897,C0687939,0.06910260543903471
9390,C0688374,0.06910127062361203
9915,C0975414,0.06909969779154687
9904,C1169927,0.06909883424874191
0045,C0979757,0.06909721921027352
3404,C1814027,0.06909623129259201
9962,C1169852,0.0690916254138936
8872,C0975677,0.06908974415868538
8855,C0977275,0.06908974415868538
0045,C2343627,0.06908400897636666
3995,C0687813,0.0690830616859054
5569,C0979820,0.0690753171425944
3895,C0981555,0.06906726461165368
3895,C0710309,0.06906455427010423
9910,C4048957,0.06906340911763882
3612,C1320353,0.06905909376349083
9671,C0974671,0.06904801069856932
4639,C0715205,0.06904474762242366
3995,C1613232,0.06904343441072205
3891,C0939139,0.06903919829401561
3972,C0709054,0.06903886745584575
3897,C4048204,0.0690350727683242
3613,C0687939,0.06903384465116079
3521,C0876711,0.06903306174868544
3611,C0978611,0.06903306174868544
8611,C0595475,0.06903306174868544
3721,C0981188,0.06902846984811933
3322,C0977115,0.06901931938118973
9604,C0776387,0.06900991080951746
8872,C1613232,0.0690080685986103
3961,C4281875,0.06900743124884089
8847,C0981359,0.06900743124884089
966,C0688861,0.06900510212267141
3321,C4082775,0.0690036263200112
0017,C1169852,0.0690013314811837
9390,C0976133,0.06900084354514882
8853,C0979820,0.06900084354514882
9359,C0976133,0.06900068946148169
3321,C0689398,0.0689925383162874
9907,C1169363,0.06898222247607758
3721,C3887889,0.06898085315480017
0014,C0981742,0.0689806284779424
5462,C1879045,0.06897373513888543
3615,C0980959,0.06897324746684132
3142,C4282341,0.0689687226442505
9915,C3887762,0.06896112526888487
9920,C0715175,0.06895887256755513
8847,C0977796,0.06895612627737513
5011,C0688950,0.06895596207296079
3613,C0715406,0.06895285442529805
5569,C0977786,0.06895232910924114
3607,C0976530,0.06895218644580557
9925,C0875706,0.0689499814140254
9359,C2955100,0.068946163328076
8848,C4048223,0.06894395585524818
3893,C0687773,0.06894366196308105
8964,C1169363,0.0689410081157366
311,C4281894,0.06893815719367231
0066,C0689598,0.06893633259210628
3723,C0687883,0.06893486814197317
3606,C4048369,0.06892540700193191
4311,C4048916,0.06892316900468232
3950,C0978145,0.06891287048198347
3929,C0593903,0.06891196816279255
3512,C0710781,0.068911177578229
3607,C0715176,0.06890985774337241
9905,C4281898,0.06890643899227794
9672,C0308812,0.06890195713030928
0040,C0978655,0.06890083675354995
9955,C0710688,0.06889657964551704
8855,C2918857,0.06889531837857754
3895,C1169598,0.06889457647786008
8604,C0938981,0.06889457647786008
8611,C0981359,0.06889419371988184
9960,C0977010,0.06889299510985421
3845,C0593903,0.06888729318819095
8841,C4282051,0.06887682316371266
5491,C2608111,0.06887388372061184
4443,C4282050,0.068867736456487
8191,C0975414,0.06886158286466038
8964,C0713454,0.06884893501986566
3321,C0980959,0.06884310539468286
3607,C0701677,0.06884110916874048
9605,C4048223,0.06883668726227754
3404,C0712597,0.06883599739692389
4513,C4048510,0.06883302497909179
311,C4281895,0.06883231233127655
0331,C0688561,0.06882410242576831
0066,C0977396,0.06882229315212803
3893,C0693822,0.06881356439249547
3491,C0687883,0.06880714133122212
9907,C4282341,0.06880260054589658
8605,C0977275,0.06879456255421845
3893,C4083883,0.06879456255421842
3950,C2917671,0.06877820169415921
9605,C1613232,0.06877758830935525
9960,C1814189,0.06877031613029955
3891,C0875717,0.06876639399998868
4523,C0710995,0.06876261780845828
9960,C4282051,0.06876117835717618
3321,C1966478,0.06875367461113882
3403,C0981742,0.06873885679945878
9390,C0936177,0.06873885679945878
3778,C3465049,0.0687380134486334
0093,C0939047,0.0687355568458845
4311,C0977345,0.06873356960700279
0017,C0713356,0.06872994239605218
387,C0981517,0.06872515430650251
8659,C0774394,0.06872238818994732
3322,C2608111,0.06872055294938884
0118,C0774394,0.06871918386384948
0331,C0976007,0.0687156817938033
4516,C0688374,0.0687147548334549
9925,C2918857,0.06871107575412894
311,C0975746,0.0687089506355812
8856,C0689843,0.06870780340719074
8841,C3888181,0.06870091538137506
3613,C3887855,0.0686941937015702
9605,C0978612,0.06869272375992914
3323,C2947389,0.068690654941006
9672,C4082664,0.06867674613328201
9960,C0689877,0.06866838820778468
9723,C0978145,0.06866090242171505
5122,C0361231,0.06865389115069989
4443,C1178147,0.06865097096099301
9671,C0978650,0.06865028993944212
5187,C4049009,0.06864933328853841
9920,C0981188,0.06863697702794508
9915,C0689067,0.06863275308600372
0331,C3887855,0.06862343248684388
9961,C1178147,0.06862035907494152
3722,C0715252,0.06861669178611261
8628,C4082775,0.06861440279277643
966,C1967389,0.06861191906582499
5491,C0687812,0.06860934908672385
387,C0978185,0.06860491589900936
3321,C0975411,0.06860155610476423
9910,C0711421,0.06859851709329667
3979,C4082778,0.06858176382465588
9605,C0981442,0.0685791338700659
8622,C4048475,0.06857711834441353
966,C0977343,0.06857582984659565
0045,C0693822,0.06857524486066617
3606,C4048223,0.06856926292253783
4311,C0978145,0.06856890813608514
4525,C0981359,0.06856748453526708
8853,C4282061,0.06856549624168673
3995,C3555176,0.06856412264271526
8842,C2241231,0.06855912977796604
8162,C4048954,0.068556751669115
4516,C0975752,0.06854728655926012
3891,C0713454,0.06854434414467481
8605,C0712925,0.06854042130790618
4513,C0937759,0.06853970811183993
4311,C1620677,0.06853713840024048
4562,C1169852,0.06852395016772142
3612,C0687940,0.06852395016772142
3404,C0974159,0.06852030744338856
4131,C2608111,0.06851758281745088
3895,C0687813,0.06850976484100987
3322,C4082664,0.06850761604804892
3995,C0688861,0.06850733642026233
9910,C0977786,0.06850525625327725
8622,C0938968,0.06850267432239658
